ID_Original,ID_Padre,Fecha,Actor_Original_Cola,Motivos_Originales,Estado_Seguimiento,Tipo_Revision,Prioridad,Variante_Identidad_Pendiente,IDs_Actuales,Actores_Actuales,Alertas_Actuales,Justificacion,Siguiente_Paso,Texto_Original,Final_Anterior_Actual,Inicio_Siguiente_Actual,SHA256_Texto
2298,1714,2008-03-13,Sebastián Claro Edwards,POSIBLE_OTRO_HABLANTE_O_MENCION,SEGMENTACION_O_ACTOR_MODIFICADO,COMPARACION_AUTOMATICA,ALTA,,2337;2338,Sebastián Claro Edwards → Igal Magendzo Weinberger,FINAL_SIN_PUNTUACION,Se modificó la atribución o un límite dentro del intervalo original; no se certifica pureza de todos los segmentos resultantes.,Contrastar los nuevos segmentos; mantener pendientes las alertas residuales.,"El Consejero señor Sebastián Claro menciona que el Servicio Nacional de Aduanas posee todos los datos de valor unitario, a lo que el señor Magendzo responde que efectivamente es así, pero que son datos que requieren ser organizados y ponderados en forma muy minuciosa, con muchos detalles y aplicando filtros para obtener la información requerida. Comenta asimismo, que resulta más fácil hacer un gráfico producto por producto, ya que existe el valor de exportación de éstos.","El Gerente señor Magendzo comenta que se tiene un proyecto que está un poco en esa línea, respecto a precios de productos industriales.",El Ministro de Hacienda señor Andrés Velasco consulta respecto a qué metodología entrega la gráfica sobre el tipo de cambio.,2b968d0efa829e929edca80f049263377b4a85d62d4ef83f957025db86d96179
2303,1718,2008-03-13,Jorge Desormeaux Jiménez,POSIBLE_OTRO_HABLANTE_O_MENCION,SEGMENTACION_O_ACTOR_MODIFICADO,COMPARACION_AUTOMATICA,ALTA,,2343;2344;2345,Jorge Desormeaux Jiménez → Igal Magendzo Weinberger → Kevin Cowan Logan,FINAL_SIN_PUNTUACION,Se modificó la atribución o un límite dentro del intervalo original; no se certifica pureza de todos los segmentos resultantes.,Contrastar los nuevos segmentos; mantener pendientes las alertas residuales.,"El Vicepresidente señor Jorge Desormeaux comenta que el señor Presidente ha dicho que ese factor relativamente constante a través del tiempo podría tratarse de carry trade. Para ser más explícito, señala que se habría utilizado a Chile como un lugar donde construir posesiones de hedge para la gente que hace carry trade en Brasil, y según la información que a él le han proporcionado bancos de inversión, Chile ha sido sustituido por México, lo que podría explicar que un tipo de cambio que se apreció muy poco el año pasado, súbitamente se deprecia en el país que se usa para la protección y por ello, consulta cómo se lee esa depreciación, cuáles son las áreas que suman la depreciación, a lo que el Gerente señor Magendzo responde que todas las áreas, positivas más negativas. A modo complementario, el Gerente señor Cowan señala que en el promedio de la muestra que ha preparado con los señores Selaive y Rappaport está explicado un 40% y un 60% es residuo.","e la tasa de interés on shore en dólares tocó uno de los bordes de los puntos de arbitraje donde empezaba a haber arbitraje, porque también hay una zona sin arbitraje. En esta ocasión ha habido arbitraje y ese elemento hace que la información económica y financiera de corto plazo y coyuntural sea mucho más potente. Señala que le hace mucho sentido tomar esta muestra desde diciembre hasta ahora, porque le parece que además es el período donde más se ha acelerado la apreciación del tipo de cambio.","El señor Ministro indica que una cosa es que haya un residuo grande, pero que otra cosa muy distinta es que haya un residuo del mismo lado.",27966ff1a8d1518f119095f89e23bf860b56188932a29152d5355fcb59c5e1a8
2310,1718,2008-03-13,Enrique Marshall Rivera,POSIBLE_OTRO_HABLANTE_O_MENCION,CORRECCION_DIRIGIDA_APLICADA,LECTURA_DIRIGIDA_POR_AGENTE,ALTA,,2352;2353,Enrique Marshall Rivera → Manuel Marfán Lewis,FINAL_SIN_PUNTUACION,"HAB-20260907-1718: Marshall menciona la fiscalización laboral; Marfán agrega que antes subcontrataban y ahora deben incorporar trabajadores. Son sujetos explícitos distintos unidos sin coma. Se conserva a lo que, y Velasco comenta después. La referencia anterior de Magendzo a Cowan no se convierte en otro turno. Se adjudica el tramo documentado, no la pureza de todo el intervalo original.",Contrastar los nuevos segmentos; mantener pendientes las alertas residuales.,El Consejero señor Marshall señala que puede ser efecto de la fiscalización que está aplicando la Dirección del Trabajo a lo que el Consejero Marfán agrega que efectivamente antes subcontrataban y ahora están obligados a incorporarlos en sus planillas.,"El señor Magendzo indica que se han presentado algunos problemas con la Asociación Chilena de Seguridad porque en cálculos e índices solicitados por el Banco, han mostrado cifras poco claras, y por lo mismo el gráfico de empleos asalariados está con datos inexactos.","En relación a los costos laborales, el Ministro de Hacienda señor Andrés Velasco señala que el crecimiento de la fuerza de trabajo ha sido y sigue siendo inusualmente alto yeso tiene que tener algún efecto sobre la tendencia de crecimiento de los salarios nominales. Añade también que el desempleo no ha seguido aumentando.",3f7c81325b84e9cbc8b1874471b108c6481a363108e0eff8ec76207eebc9dbb4
2335,1731,2008-03-13,Enrique Marshall Rivera,FINAL_SIN_PUNTUACION,PENDIENTE_LECTURA_CONTEXTUAL,TRIAJE_AUTOMATICO,MEDIA,,2379,Enrique Marshall Rivera,FINAL_SIN_PUNTUACION,No adjudicado: leer el intervalo con los párrafos contiguos. La alerta no es un error confirmado.,"Revisar sujeto, destinatarios, citas y continuidad; no heredar por proximidad.","El Consejero señor Enrique Marshall agradece al sta ff el material preparado para esta ocasión. Señala el señor Consejero que los antecedentes del último mes, lejos de clarificar las cosas, han tornado aún más complejo el escenario macro que enfrentamos. En el frente externo, los signos de deterioro se siguen acumulando, pero lo más relevante es que la incertidumbre y los riesgos han aumentado. Manifiesta que la economía norteamericana se ajusta en forma significativa, en tanto Europa y Japón se muestran más débiles. Los problemas de liquidez, después de algún respiro, vuelven a intensificarse, lo que se refleja en una nueva ampliación de márgenes en los mercados monetarios. Agrega el señor Consejero que los Bancos Centrales han dispuesto recientemente nuevas medidas para aliviar la situación. En los mercados de crédito, los spreads se han ampliado en forma bastante generalizada y algunos de ellos han alcanzado niveles record. Señala que a la preocupación por los bancos se ha sumado la preocupación por las compañías de seguro. En este escenario, los bonos gubernamentales han vuelto a mostrar caídas en sus índices de rendimiento. Las perspectivas para la política monetaria apuntan a nuevos recortes en Estados Unidos de América y a movimientos en la misma dirección, pero algo rezagados, en Europa. Congruente con todo ello, el dólar ha continuado depreciándose. No obstante lo anterior, señala el Consejero señor Marshall que los commodities han retomado una fuerte tendencia alcista. El petróleo y el cobre han alcanzado niveles record. Con ello, la preocupación por la inflación se ha intensificado en forma bastante generalizada y se plantea en estos momentos como un problema global. Comenta que los riesgos de un deterioro más intenso y/o más prolongado del previsto han aumentado. Indica el señor Consejero Enrique Marshall que especial preocupación despierta la persistencia de condiciones financieras adversas sobre la actividad real y la composición de efectos financieros y reales sobre las instituciones financieras y la provisión de crédito para la economía real. Finalmente, señala el Consejero que por el momento los ajustes reales y financieros en el mundo desarrollado han tocado en forma parcial y moderada a las economías emergentes. Comenta el Consejero señor Marshall que en el frente interno, la preocupación se centra en la alta inflación, cuya trayectoria futura se ha tornado más incierta y en la significativa apreciación del peso. Indica que este es un cuadro que se repite en numerosas economías emergentes. Los mercados monetario y crediticio no presentan mayores novedades. Las señales de ajuste que se observaban en el mercado del crédito bancario se han moderado. Las tasas largas en pesos suben, mientras las tasas en UF bajan. Ello responde a reacciones frente a noticias de actividad y la inflación, pero también a mayor volatilidad y a percepciones de mayor riesgo. Por su parte, indica el señor Consejero que en lo que constituye la principal noticia del mes, el peso se volvió a apreciar, aumentando la desviación respecto de valores congruentes con sus fundamentos de largo plazo. Señala que de persistir este cuadro, tendría efectos sobre la trayectoria de la actividad y muy especialmente, sobre la trayectoria de la inflación, los que deben ser monitoreados y procesados con atención para efectos de nuestras decisiones. Comenta el Consejero señor Marshall que la demanda interna mantiene su dinamismo. Las importaciones muestran especial vigor, en particular las de bienes de capital. La actividad interna, en tanto, se desacelera, incluso algo más de lo previsto a principios de año, en buena medida por factores de oferta. Por otro lado, en lo más reciente, el empleo repunta nuevamente, pero las tasas de desempleo no se modifican debido a que se mantiene un importante crecimiento de la fuerza de trabajo. Indica el señor Consejero que los salarios observan un ritmo de crecimiento que sigue siendo congruente con el nivel de la inflación y los mecanismos de indexación habituales. Agrega que la inflación del último mes sorprendió al alza en algunas décimas, reforzando la preocupación por su trayectoria futura, la que se ha visto alimentada adicionalmente por la evolución reciente de los precios de los commodities, en particular del petróleo y por los efectos de una sequía que podría extenderse en el tiempo. Señala el Consejero señor Marshall que las proyecciones de inflación para los próximos meses se han ajustado al alza, pero la incertidumbre asociada es alta. Manifiesta que congruente con lo anterior, las expectativas de inflación según las distintas fuentes han aumentado. Sin embargo, éstas siguen siendo congruentes con la convergencia de la inflación a la meta en el horizonte de política. En cuanto a las expectativas para la Tasa de Política Monetaria, indica que se ha vuelto a un cuadro similar al del último IPoM, en el que se contemplaban entre cero y dos alzas adicionales, que luego se revertían. En este contexto, señala que coincide con la Minuta de la Gerencia de División Estudios en el sentido que las opciones razonables son mantener la tasa en su actual nivel o subirla en 25 puntos base, y le parece que la decisión resulta bastante difícil. Al respecto, señala que descarta, por de pronto, la opción de bajar la tasa porque la inflación sigue siendo muy alta y, en estas circunstancias, una relajación de la Política Monetaria tendría efectos adversos sobre la formación de expectativas y aumentaría los riesgos de propagación. Señala el Consejero señor Marshall que se puede argumentar que un alza de 25 puntos base tendría efectos positivos sobre las expectativas y con ello reforzaría la convergencia inflacionaria y que también se puede sostener que ello permitiría adelantar el cierre del actual ciclo de tasas lo que aportaría certidumbre al mercado. Sin embargo, estima que un alza conlleva riesgos altos considerando la evolución del escenario externo. Considera, al mismo tiempo, que existen fuerzas en operación que apoyan la convergencia inflacionaria en el horizonte de política. Agrega que le parece que un alza, en esta oportunidad, no permitiría cerrar el actual ciclo de tasas, dada la incertidumbre prevaleciente. Por otro lado, la Tasa de Política Monetaria no presenta actualmente una desviación significativa o apreciable respecto de su nivel normal, lo que sugiere actuar con prudencia. Finalmente, el Consejero señor Marshall señala que las expectativas de mercado para esta Reunión se encuentran bastante divididas, lo que es bastante inusual, pero explicable, considerando el cuadro que se enfrenta, de manera que la decisión de mantener la Tasa de Política Monetaria no debería sorprender en forma exagerada al mercado. Por todo ello, el Consejero señor Marshall señala que su voto es por mantener la Tasa de Política Monetaria en 6,25%., sin desconocer que esta decisión conlleva también riesgos, los que le parece que son menores a los de la opción alternativa. Indica que en un escenario de alta incertidumbre, su preferencia es por esperar y acumular más antecedentes antes de decidir un nuevo movimiento en la Tasa de Política Monetaria. En cuanto al Comunicado, señala que éste debería mantener un sesgo relativamente similar al entregado en la última Reunión, con una referencia más explícita al eventual efecto que tendría la persistencia en la apreciación del peso observada en el último tiempo para la política monetaria","o por sorpresas desagradables. Indica que la eliminación del sesgo la justifica principalmente para hacer un análisis más detallado de la evolución del tipo de cambio. Finalmente, señala que le parece excesivamente riesgoso mantener la tasa y eliminar el sesgo, ya que no cree que exista una mejor perspectiva inflacionaria que la que teníamos hace un mes, y que el costo en credibilidad de equivocarse, anunciando una política monetaria más laxa, puede ser mayor que las ganancias esperadas de ello.","El Consejero señor Manuel Marfán agradece el análisis del staff que en esta ocasión de mayor dificultad para interpretar la coyuntura, ha estado particularmente esclarecedor. Destaca especialmente la Minuta de Opciones que de manera breve ha abordado temas de profundidad y hace suyas la lista de las principales noticias contenidas en esa Minuta para no alargar este voto. Indica que en ocasiones anteriores ha hecho referencia al elevado nivel de las compensaciones inflacionarias que se desprenden",26ee7c4ca27efcc5486a8a8133ecc929fe9df750420246eaf82957c0828e0b84
2342,1737,2008-03-13,Jorge Desormeaux Jiménez,POSIBLE_OTRO_HABLANTE_O_MENCION,CORRECCION_DIRIGIDA_APLICADA,LECTURA_DIRIGIDA_POR_AGENTE,ALTA,,2386;2387;2388,Jorge Desormeaux Jiménez → Sebastián Claro Edwards → Pablo García Silva,FINAL_SIN_PUNTUACION,"HAB-20260907-1737: Desormeaux se suma a la mayoría, pero Claro mantiene un voto por 6,50%. Son votos distintos. Tras ello García comienza un comentario institucional sobre la minuta. Se adjudica el tramo documentado, no la pureza de todo el intervalo original.",Contrastar los nuevos segmentos; mantener pendientes las alertas residuales.,"El Vicepresidente señor Jorge Desormeaux señala que se suma a la mayoría antes mencionada, y el Consejero señor Sebastián Claro manifiesta que mantiene su votación consistente en subir la Tasa de Política Monetaria a 6,50%. Una vez adoptado el Acuerdo correspondiente a la Reunión de Política Monetaria del mes de marzo de 2008, el Gerente de División Estudios señor Pablo García señala que desea hacer un comentario basado única y exclusivamente en la responsabilidad de su cargo, y que se refiere a la conveniencia que en la Minuta que se conocerá en tres semanas más, se mencione o no el tema de la intervención cambiaría. Al respecto, indica que su impresión es que dicha mención tendría un efecto comunicacional de primer orden que superaría cualquier discusión, respecto a la dirección de política o de sesgo que se ha hecho en esta Reunión. Agrega que lo anterior no se realizó en los años 2001- 2002, lo que rompería quizás un principio que se ha mantenido desde esa época, consistente en que las decisiones de intervención se hacen en otras audiencias que no es la de política monetaria.","el Presidente señor José De Gregorio señala que hay tres votos por mantener la Tasa de Política Monetaria, y consulta al Vicepresidente señor Jorge Desormeaux y al Consejero señor Sebastián Claro si se suman a la votación de la mayoría de los Consejeros, en cuanto a mantener la Tasa de Política Monetaria en 6,25%.","El Gerente de Análisis Macroeconómico señor Igal Magendzo señala que desea apoyar la opinión del Gerente de División Estudios señor García, y dejar los temas de inten/ención para cuando sean discutidos con toda la profundidad y todo el alcance que requieren, de acuerdo a todos los principios que se han establecido o se han difundido en nuestro documento de Política Monetaria. De lo contrario, al igual que el señor Pablo García, estima conveniente para el Banco Central de Chile y para la Política",3ae44f252345f726b02cb51fd3dc82bfc83797ace41c3d0f70c1fba678e272f2
2362,1756,2008-04-10,Claudio Soto Gamboa,ATRIBUCION_HEURISTICA_LEGADA,METODO_ACTUALIZADO,COMPARACION_AUTOMATICA,ALTA,,2408,Claudio Soto Gamboa,,Cambió la evidencia reconocida sin cambiar actor/límites; no equivale a corregir un actor.,"Revisar sujeto, destinatarios, citas y continuidad; no heredar por proximidad.","El Gerente Interino señor
Claudio Soto indica que se trata básicamente de productos relacionados con minería.","Por otra parte, el señor Ministro de Hacienda consulta cuáles bienes de capital se
consideran grandes componentes de la producción doméstica.","El
Vicepresidente señor Jorge Desormeaux agrega que también en estos datos hay bienes de
capital relacionados con la agricultura.",4503b6272c6206435b297cc7dcf242f466c4ff60844d56681a1f76fec2f8ca6c
2364,1758,2008-04-10,Andrés Velasco Brañes,ATRIBUCION_HEURISTICA_LEGADA,METODO_ACTUALIZADO,COMPARACION_AUTOMATICA,ALTA,,2410,Andrés Velasco Brañes,,Cambió la evidencia reconocida sin cambiar actor/límites; no equivale a corregir un actor.,"Revisar sujeto, destinatarios, citas y continuidad; no heredar por proximidad.","En cuanto al ejercicio presentado por el Gerente de Análisis Macroeconómico
Interino señor Claudio Soto, en que por un lado se muestra un escenario en que el precio del
pan no sigue subiendo y otro donde el precio de dicho producto sube, probablemente por efecto
de un alza del precio del trigo, el señor Ministro de Hacienda consulta cuál es la historia que
está detrás de este fenómeno, ya que ello pareciera no tener explicación basada en alzas
producidas por la importación de harina desde Argentina.","El
Vicepresidente señor Jorge Desormeaux agrega que también en estos datos hay bienes de
capital relacionados con la agricultura.","El Gerente de División Estudios señor Pablo García señala que existen dos
aspectos que deben considerarse. El primero de ellos es que el supuesto que se hace para los
próximos seis meses, que corresponde al ejercicio del IPoM, considera la dinámica de precios
internacionales más generales de cómo ese aspecto afecta a la inflación subyacente y dentro
de ello están los precios de commodities, incluyendo los alimentos. Agrega que la evolución de
mediano plazo depende más bien del conjunto de precio",b9cd68dce3e3ac7e0634aa00db418c2259a3c14e4cdd0ac4ada196e971c3e040
2431,1809,2008-05-08,José De Gregorio Rebeco,FINAL_SIN_PUNTUACION,PENDIENTE_LECTURA_CONTEXTUAL,TRIAJE_AUTOMATICO,MEDIA,,2477,José De Gregorio Rebeco,FINAL_SIN_PUNTUACION,No adjudicado: leer el intervalo con los párrafos contiguos. La alerta no es un error confirmado.,"Revisar sujeto, destinatarios, citas y continuidad; no heredar por proximidad.","El Presidente señor José De Gregario comenta sobre este último tema que esto podría deberse a que aparentemente en Europa, Estados Unidos de América y en otros países el traspaso ha tenido mayor rezago, lo que sería coherente con el tema de la frecuencia cambio/precio, que en Europa es bastante menor que la que existe en Chile. Comenta que es probable que en dichas zonas este tipo de situaciones ocurra con un poco más de rezago, en tanto, en el grueso de los países en desarrollo se están realizando infinidad de cosas para evitar los aumentos de precios,","aro menciona que esta tendencia inflacionaria en Europa, Estados Unidos de América y otros países, tiene que ver fundamentalmente con alimentos, lo que indica que poseen proyecciones de alimentos crecientes y que estos datos no sugieren que se esté en presencia, por lo menos el último mes, de un boom de precios de alimentos, pero sí del petróleo, el cual ha seguido imparable. Asimismo, el señor Consejero consulta de qué forma calza lo anterior con la historia de mayores precios de los alimentos.","El Gerente de División Estudios, señor Pablo García comenta que el Banco va a ener información más detallada de esta materia porque se está a punto de obtener una base de datos bien precisa, respecto a las canastas de consumo en un conjunto de países. Por lo tanto, con esta base se podrá comparar la evolución de precios de alimentos en forma detallada, con la evolución internacional, yeso justamente permitirá validar o no la hipótesis de que en Chile se produjo un traspaso más rápido que en el r",d24de0a3474101a42f2fe6687a9bc8fbbd1bcc8f984719e856ff660c46630d29
2439,1815,2008-05-08,Jorge Desormeaux Jiménez,FINAL_SIN_PUNTUACION,PENDIENTE_LECTURA_CONTEXTUAL,TRIAJE_AUTOMATICO,MEDIA,,2485,Jorge Desormeaux Jiménez,FINAL_SIN_PUNTUACION,No adjudicado: leer el intervalo con los párrafos contiguos. La alerta no es un error confirmado.,"Revisar sujeto, destinatarios, citas y continuidad; no heredar por proximidad.","El señor Vicepresidente señala que respecto a una observación que planteara anteriormente el Consejero Manuel Marfán, hay un aspecto que no mencionó y que se refiere a que la demanda por commodities, que tiene origen financiero, no es tan volátil como parece, ya que tras ella hay un fuerte componente de fondos de inversión de países que tienen que proveerse de estos insumos, como es el caso de China. En consecuencia, esta situación no constituye una demanda transitoria necesariamente, sino una demanda a término, y por lo tanto, hay en ella menos volatilidad de la que se piensa. r","che. Hay gente que está pensando en vender lo que tiene a tala rasa para recuperar tierras que eran agrícolas trigueras, pensando que lo planteado es un boom de un periodo más largo y sostenido. Comenta además que el tema del traspaso de los precios es más difícil porque Chile es comprador de granos y en el tema de la compra se tiende a exceder los límites, lo que produce un período de rezago de transferencia de precios un poco más largo de lo que se podría desear, porque los stocks están altos.","El Gerente señor Sergio Lehman informa finalmente que el precio del cobre se ha mantenido relativamente estable, los inventarios sigue n a nivel históricamente bajos, el precio del petróleo y gasolina ha tendido a aumentar, no obstante la apreciación del dóla r. Informa también que respe cto a granos se observa una caída importante en el prec io del trigo , el del maíz está relativamente estable y el del arroz tuvo un aumento muy importante durante las primeras semanas del mes y, posteriormente ",e37df62996312ad0bee2dad5e209ecba7b0f8eaf62b0ed6d438cbe312f3a474c
2480,1842,2008-05-08,María Olivia Recart Herrera,ATRIBUCION_HEURISTICA_LEGADA,METODO_ACTUALIZADO,COMPARACION_AUTOMATICA,ALTA,,2526,María Olivia Recart Herrera,,Cambió la evidencia reconocida sin cambiar actor/límites; no equivale a corregir un actor.,"Revisar sujeto, destinatarios, citas y continuidad; no heredar por proximidad.","La Ministra de Hacienda Subrogante, señala que la información acumulada en el último mes, apunta claramente a un escenario de menor dinamismo que el esperado en el mes anterior, y que es importante notar que este deterioro de las expectativas de crecimiento es una situación que se ha venido dando desde hace ya varios meses. Indica que sus potenciales efectos hacia futuro apuntan en una dirección con menores presiones de precios. Asimismo, hace presente que, por otra parte, la inflación en abril estuvo en línea con el escenario optimista de la Reunión de Política Monetaria pasada. La Ministra de Hacienda Subrogante señala que en resumen y no obstante el aumento en materia inflacionaria, persisten las noticias por el lado de la actividad que apuntan a confirmar que la decisión adoptada en la última Reunión de Política Monetaria fue la correcta. Agrega también la señora Ministra de Hacienda Subrogante, que los antecedentes expuestos en la Reunión de la mañana son bastante consistentes con lo esperado. Por tanto y en este contexto, cree oportuno mantener la Tasa de Política Monetaria en su nivel actual.","El Presidente señor José De Gregorio, ofrece la palabra a la señora Ministra de Hacienda Subrogante, doña María Olivia Recart Herrera.",El Presidente señor José De Gregorio ofrece la palabra a los señores Consejeros para proceder a la votación.,2bb1091022ffadad5642e9c760306a86edcb7435456fe93d93a488d8cbdd3618
2496,1857,2008-06-10,Manuel Marfán Lewis,POSIBLE_OTRO_HABLANTE_O_MENCION,SEGMENTACION_O_ACTOR_MODIFICADO,COMPARACION_AUTOMATICA,ALTA,,2542;2543,Manuel Marfán Lewis → Sergio Lehmann Beresi,FINAL_SIN_PUNTUACION,Se modificó la atribución o un límite dentro del intervalo original; no se certifica pureza de todos los segmentos resultantes.,Contrastar los nuevos segmentos; mantener pendientes las alertas residuales.,"El Consejero señor Manuel Marfán consulta si el ¡PC Care en la Zona Euro excluye energía y alimentos al igual que en Estados Unidos de América, a lo que el señor Lehmann responde afirmativamente.","IPP ha subido muy fuertemente. Señala que ayer se informó el ¡PP para Inglaterra, el que fue especialmente alto por lo que se produjo gran preocupación respecto a la inflación para toda la Zona Euro. Agrega que el ¡PC también ha mostrado una tendencia al alza, no obstante el IPC Cote en el margen tiende a caer, las presiones inflacionarias continúan latentes, presentes , y podrian, ya sea porque el IPP está aumentando por las presiones que se señalaba, mostrar un IPC más alto los próximos meses.","El Presidente don José De Gregario menciona que el efecto comparación siempre es complicado puesto que no hay una medida homogénea y todos los bancos de inversión y el Fondo Monetario Internacional ponen ¡PC e ¡PC Care, y el¡PC Core que toman es derechamente el que indican las autoridades. Por ejemplo, comenta que en el caso del ¡PC Core, siempre que se mira y compara dicho indicador, y como el nuestro es muy cercano se obtiene poco, y si se compara con otros lados, es bajísimo, entonces, plante",4e0bbf1816e644e3407c4a9213fe3119ac0217a6e693e7ebbea08c7cbe77fba2
2497,1858,2008-06-10,José De Gregorio Rebeco,POSIBLE_OTRO_HABLANTE_O_MENCION,CORRECCION_DIRIGIDA_APLICADA,LECTURA_DIRIGIDA_POR_AGENTE,ALTA,,2544;2545,José De Gregorio Rebeco → Sergio Lehmann Beresi,FINAL_SIN_PUNTUACION,"HAB-20260907-1858: Después del comentario del Presidente y de la marca .LI I, Lehmann retoma la exposición sobre inflación de Japón y Asia, y responde la consulta de unidades de medida. El Presidente interviene a continuación y Lehmann vuelve a responder. Conservar el marcador de origen, no extender el Presidente al comienzo de la exposición. Se adjudica el tramo documentado, no la pureza de todo el intervalo original.",Contrastar los nuevos segmentos; mantener pendientes las alertas residuales.,"El Presidente don José De Gregario menciona que el efecto comparación siempre es complicado puesto que no hay una medida homogénea y todos los bancos de inversión y el Fondo Monetario Internacional ponen ¡PC e ¡PC Care, y el¡PC Core que toman es derechamente el que indican las autoridades. Por ejemplo, comenta que en el caso del ¡PC Core, siempre que se mira y compara dicho indicador, y como el nuestro es muy cercano se obtiene poco, y si se compara con otros lados, es bajísimo, entonces, plantea el señor Presidente que habría que revisar detenidamente ese tema, además de la implicancia que tiene la forma cómo se reporta la información, ya que es la misma forma en todos lados. .LI I Continuando con la presentación del escenario internacional, el señor Sergio Lehmann indica que en Japón la tendencia es a mayores niveles de inflación en el margen, a pesar de observarse una ligera caída por razones coyunturales, pero claramente en el caso de esta economía también se han observado mayores presiones de inflación. Indica el señor Gerente que dando una mirada a las regiones, la inflación en general tiende a acelerarse, y especialmente importante, es la aceleración que muestra la inflación en Asia, y China por cierto es una de estas economías, pero el resto de las economías también están mostrando niveles de inflación más importantes, incluso, como ya se comentó hace una semana atrás, muchas de estas economías han tendido a sacar subsidios a combustibles, como es el caso de Tailandia, Indonesia, Malasia, lo que ha tendido a presionar los niveles de precios.",a lo que el señor Lehmann responde afirmativamente.,"Al respecto, el señor Presidente comenta que Asia 2 cae bruscamente cuando están liberando precios.",e163030165138a06e78d89f0dbf4a537a6aaec68b2b440d2ced411e0be23c674
2516,1868,2008-06-10,Sergio Lehmann Beresi,FINAL_SIN_PUNTUACION,PENDIENTE_LECTURA_CONTEXTUAL,TRIAJE_AUTOMATICO,MEDIA,,2565,Sergio Lehmann Beresi,FINAL_SIN_PUNTUACION,No adjudicado: leer el intervalo con los párrafos contiguos. La alerta no es un error confirmado.,"Revisar sujeto, destinatarios, citas y continuidad; no heredar por proximidad.","El señor Lehmann comenta que el aumento que se observa en la oferta y que es importante, ha sido a costa de holguras de capacidad que tenía la OPEP. Señala que hoy día todos los indicadores dan cuenta que la capacidad de aumento de producción de la OPEP está prácticamente agotada. Por tanto, la posibilidad de seguir aumentando estas tasas durante los últimos tres meses que se muestran en la gráfica es prácticamente nula, versus el caso de la demanda, en que a veces hay condiciones estacionales o condiciones muy particulares en un mes, que pueden explicar estos vaivenes mes a mes. Añade el señor Gerente que lo que se tiene de registro para los últimos meses es que, en realidad, la demanda ha continuado relativamente fuerte, particularmente en los países emergentes. Entonces, hay una situación de estrechez en el mercado que a lo mejor no se aprecia en los gráficos para los últimos meses, pero que en términos de tendencia, sí es aplicable. V",El Consejero señor Sebastián Claro indica que lo que se ha visto en los últimos meses es un aumento fuerte en la oferta y una disminución en la demanda.,"El Vicepresidente señor Jorge Desormeaux señala que se podría decir que la situación de subsidio a los combustibles en muchos de estos países emergentes está comenzando a modificarse, en el sentido que se están reduciendo por su enorme impacto fiscal. Indica que por ello se va a comenzar a ver un crecimiento distinto en el consumo de los países emergentes.",a98e880f3000b3d907080ea513408e7cbda1126e30fcae25b0e94607165ab5b8
2533,1873,2008-06-10,José De Gregorio Rebeco,POSIBLE_OTRO_HABLANTE_O_MENCION,CORRECCION_DIRIGIDA_APLICADA,LECTURA_DIRIGIDA_POR_AGENTE,ALTA,,2584;2585,José De Gregorio Rebeco → Enrique Marshall Rivera,,"HAB-20260907-1873: Tras la oferta de palabra del Presidente, Marshall distingue transferencias de donaciones. Soto es mencionado en el antecedente. El Presidente interviene de nuevo con una consulta sobre inversión y García responde. Sólo se adjudica el comentario de Marshall, manteniendo las demás voces. Se adjudica el tramo documentado, no la pureza de todo el intervalo original.",Contrastar los nuevos segmentos; mantener pendientes las alertas residuales.,"El Presidente, señor José De Gregorio, ofrece la palabra para comentarios. En relación a lo indicado por el Gerente de Análisis Macroeconómico señor Claudio Soto, en el sentido que el gasto presupuestario del sector público continúa dinámico, sobre todo lo que se refiere a subsidios y donaciones, que afecta el ingreso disponible de los hogares, el Consejero señor Enrique Marshall señala que más bien se trata de transferencias fiscales al sector privado y no de donaciones, ya que este último término tiene otra connotación.","nto en sus tasas de crecimiento anual, las que se ubican en rangos entre 6,7% y 8,7%, dependiendo de la medición que se considere. En todo caso, se sigue estimando que su evolución es acorde con las cláusulas habituales de indexación. Pese al mayor crecimiento de los salarios, la tasa de crecimiento anual y la velocidad de expansión de los CLU cayeron en abril, lo que se asoció al menor crecimiento del empleo y la caída en las horas efectivas trabajadas que incrementaron la productividad medida.","En cuanto al comentario del expositor señor Claudio Soto, respecto a las proyecciones para el crecimiento y, en especial, la gran corrección que se produce por el lado de la inversión, el Presidente señor José De Gregorio señala que el Banco en general siempre está enfatizando el tema de la inversión, en cuanto a que continúa creciendo, pero también se argumenta que la explicación está en energía y minería. Consulta el señor Presidente si se podría contar con algún grado de desglose de esas cifr",03dffbf15d425bd34c7108f25988c388ec3174f9214606e291966252f9e28159
