Tipo,ID_Padre,SHA256_Texto_Padre,ID_Actual,Actor_Actual,Fuente_Actor,ID_Turno,Alertas_Actuales,Texto_Actual
SEPARACION,1424,3a0d157ee8b72c3cf681d582b0911e80a8bb022cf629a58028d967c3a206f372,1865,Enrique Marshall Rivera,CONTEXTO_REVISADO,RPM-2007-09-13:T24,NOMBRE_EN_DISCURSO_POR_VERIFICAR,"El Consejero señor Enrique Marshali comenta que también debe incluirse algo de lo señalado en este análisis, en el sentido de tener mayor conocimiento respecto a la profundidad del mercado de los CDS."
SEPARACION,1663,78012bb10422d06cf0116b6f5d53a5cdd6b74fc65c5edb0195136b3cd43041d4,2241,Pablo García Silva,SUJETO_ROL_NOMBRE,RPM-2008-02-07:T39,,"El Gerente de División Estudios señor Pablo García comenta en primer lugar, que el gráfico que se muestra refleja que la tendencia estacional histórica no se está dando en esta época del año y sí se espera que en el margen se usen los recursos hídricos existentes. Menciona que la capacidad de generación eléctrica seguirá cayendo en el curso del año 2008, lo que producirá un impacto en costos y tarifas eléctricas."
SEPARACION,1663,78012bb10422d06cf0116b6f5d53a5cdd6b74fc65c5edb0195136b3cd43041d4,2242,Igal Magendzo Weinberger,SUJETO_ROL_NOMBRE,RPM-2008-02-07:T40,,"El Gerente señor Magendzo índica que gran parte de la volatilidad que se ha presentado en el PIB últimamente, se explica por recursos naturales asociados a la minería, ya que repuntes de la producción minera son los que están produciendo la volatilidad en la variación trimestre a trimestre. Agrega, que también se ha observado que en términos de valor agregado resto existe una cierta desaceleración hacia adelante, pero que es relativamente moderada."
SEPARACION,1663,78012bb10422d06cf0116b6f5d53a5cdd6b74fc65c5edb0195136b3cd43041d4,2243,Manuel Marfán Lewis,CONTEXTO_REVISADO,RPM-2008-02-07:T41,NOMBRE_EN_DISCURSO_POR_VERIFICAR,"El Consejero señor Manual Marfán comenta que se encuentra pendiente un estudio respecto a cómo son las relaciones entre energía y el PIB potencial, porque ello es lo mismo que el aumento del precio del petróleo. Indica el señor Consejero que el aumento de este último siempre se ha tratado como un shock de oferta para efectos de la inflación, pero no lo es para efectos del PIB. En consecuencia, esta situación le parece extraña, ya que tiene la impresión que lo que ocurre es que se desplaza la curva de oferta de precios y cantidades. Señala que lo mismo sucedería producto de la sequía, de menores fuentes de energía eléctrica y otros, lo que afectaría el PIB potencial si es que resulta ser significativo, producto del análisis que estaría realizando la Gerencia de División Estudios. Por otra parte, el Consejero señor í\/lanuel Marfán comenta que la coyuntura ha estado muy volátil, especialmente en materia de inflación y precios, debido al tipo de cambio o por algún otro elemento. Agrega que tiene la sensación que el sector privado internaliza cada nuevo dato y ajusta nuevamente su proyección y por consiguiente, le parece que la proyección depende del último dato. Manifiesta el señor Consejero, que este fenómeno suele ocurrir en momentos de mayor volatilidad y estima que no debe mirarse con desprecio esa forma de hacer las cosas, ya el Banco procede de similar manera cuando cambia las proyecciones del IPoM, con motivo de los nuevos datos que se obtienen. Otro comentario tiene que ver con que en la última Reunión de Política Monetaria se puso un sesgo en el comunicado bastante claro respecto a futuras alzas en la Tasa de Política Monetaria."
SEPARACION,1742,6efc0b61e73af2dd960adc89b84c18097978c8deab6dfd768bd078515fb80d98,2375,José De Gregorio Rebeco,SUJETO_ROL_NOMBRE,RPM-2008-03-13:T103,,"El Presidente señor José De Gregorio hace presente que quisiera recordar otro tema. De acuerdo con la Ley de Transparencia, el Acta con el nombre de cada uno de los que expongan en una sesión del Consejo, se haría pública en el plazo de tres o cuatro años, tiempo que parece lejano, pero que no los es tanto. Además, indica que quiere agregar que en el Acta correspondiente a esta Sesión, se incorpore la discusión ocurrida después de la votación, ya que es parte de esta Reunión de Política Monetaria. Agrega que lo señalado por el Consejero señor Enrique Marshall es muy válido, y que tiene que quedar en Acta. Indica que en cuanto a la Minuta, es cierto que genera preocupación, pero que cada uno es soberano en lo que dice. El señor Presidente concluye señalando que una vez que se redacte la Minuta, se podría hacer una Sesión Especial de Consejo si se quiere agregar algo a la discusión."
SEPARACION,1742,6efc0b61e73af2dd960adc89b84c18097978c8deab6dfd768bd078515fb80d98,2376,Luis Alberto Álvarez Vallejos,CONTEXTO_REVISADO,RPM-2008-03-13:T104,,"Finalmente, el Gerente Asesor de Comunicaciones señor Luis Álvarez indica que la experiencia que se ha tenido es que de la Minuta se deduzca lo que expuso un Consejero o el Banco. Agrega que quizás se podría requerir un esfuerzo para que la prensa interprete adecuadamente la información que se incluye en la Minuta."
SEPARACION,1860,227ea475cd0c457f2c23720a2575767be3cad408626e4e83efae87f17c7219f0,2532,José De Gregorio Rebeco,SUJETO_ROL_SESION,RPM-2008-06-10:T15,,"El señor Presidente plantea que en lugar de utilizar los términos variación mensual año móvil o semestre móvil, se hable de doce o seis meses y además agregó que el margen es mensual."
SEPARACION,1860,227ea475cd0c457f2c23720a2575767be3cad408626e4e83efae87f17c7219f0,2533,Sergio Lehmann Beresi,SUJETO_ROL_NOMBRE,RPM-2008-06-10:T16,FINAL_SIN_PUNTUACION,"El Gerente señor Lehmann señala que acoge el punto propuesto por el señor Presidente para mostrar estos datos de la forma sugerida en lo sucesivo. Continuando con su exposición, el señor Gerente indica que lo anterior ha llevado a expectativas de aumento que se hacen más evidentes en el caso de Europa. Comenta que en el caso de Estados Unidos de América se muestra la trayectoria de futuros que se observaba en la Reunión pasada; y la que se observa hoy día y que claramente se aprecia un movimiento hacia el alza. Señala que de acuerdo a esa curva se podría tener un aumento de cinco puntos base de aquí a octubre, y que se podría tener otro aumento más a diciembre. Comenta que se tendría cincuenta puntos base a diciembre, y otros cincuenta más durante el primer trimestre del próximo año, es decir, de aquí a marzo del 2009, cien puntos base más de Tasa de Política Monetaria en el caso de Estados Unidos de América. Agrega el señor Gerente, que en el caso de la Zona Euro el movimiento es mucho más dramático, en línea con una preocupación mucho más explícita que ha dado a conocer el Presidente del BCE, Jean-Claude Trichet. En el PCE se observa la curva que se apreciaba hace un mes atrás, y la curva que se observa hoy día es mucho más marcada. De hecho los agentes anticipan que de aquí a la próxima reunión de julio, habría un aumento de 25 puntos base y otro tanto durante la segunda parte del año, en línea también con la preocupación que el señor Trichet debe experimentar tras su decisión de mantención de tasa de la semana pasada. En el caso de Japón, indica el señor Lehmann que no se aprecian cambios significativos, pero que de todas maneras se anticipan movimientos al alza durante este año. 'V/"
SEPARACION,1860,227ea475cd0c457f2c23720a2575767be3cad408626e4e83efae87f17c7219f0,2534,Jorge Desormeaux Jiménez,CONTEXTO_REVISADO,RPM-2008-06-10:T17,NOMBRE_EN_DISCURSO_POR_VERIFICAR,"El Vicepresidente señor Jorge Oesormeaux plantea que un punto bien importante es que hay un impacto respecto de lo que suceda en Europa sobre Estados Unidos de América. Comenta que Estados Unidos de América tiene hoy día una preocupación por la inflación y las autoridades han hecho presente la inconveniencia de que el dólar se siga depreciando. Sin embargo, la verdad es que ello finalmente depende mucho de las tasas de interés, de manera que si Europa comienza a subir sus tasas de política en forma agresiva, se va a generar presión sobre el tipo de cambio en Estados Unidos de América . Habrá presión inflacionaria y los va a obligar probablemente a reaccionar un poco antes de octubre."
SEPARACION,1860,227ea475cd0c457f2c23720a2575767be3cad408626e4e83efae87f17c7219f0,2535,Sergio Lehmann Beresi,SUJETO_ROL_NOMBRE,RPM-2008-06-10:T18,,"El Gerente señor Lehmann indica que el movimiento en paridades tras el planteamiento del BCE fue justamente hacia un debilitamiento del dólar, lo que está dentro de las preocupaciones que el Presidente de la FEO, Ben Bernanke, planteó durante la semana pasada."
SEPARACION,2354,bc08a4fafedfe170375d96f3fbb9c4c053485c675ecbf62a74ebec1db8853c10,3240,José De Gregorio Rebeco,SUJETO_ROL_NOMBRE,RPM-2009-02-12:T66,,El Presidente señor José De Gregorio ofrece la palabra para efectuar otros comentarios sobre el ámbito nacional.
SEPARACION,2354,bc08a4fafedfe170375d96f3fbb9c4c053485c675ecbf62a74ebec1db8853c10,3241,Luis Alberto Álvarez Vallejos,CONTEXTO_REVISADO,RPM-2009-02-12:T67,,"El Gerente Asesor de Comunicaciones señor Luis Álvarez comenta que como esta Reunión ha sido precedida de numerosos comentarios de la prensa respecto de que lo que debería realizarse con la Tasa de Política Monetaria, no solamente por parte de analistas económicos, sino también por Senadores e incluso por dos Ministros de Estado, le parece que es probable que estas opiniones sean contrastadas por la prensa en cuanto a la decisión que se adopte en esta Reunión. En consecuencia, no sería extraño que se cotejaran estas opiniones con la versión del Banco y, por consiguiente, le parece importante desensibilizarse frente a este tipo de reacciones que, a su juicio, son de corto plazo."
SEPARACION,2473,d4bfd592899ddf3deb76e4ff15723b2b216a212d352adfa7bd93091e31367af3,3450,Enrique Marshall Rivera,SUJETO_ROL_NOMBRE,RPM-2009-04-09:T97,,"El Consejero señor Enrique Marshall señala que ha habido un endurecimiento de las condiciones de acceso al crédito. Ello tiene que ver con el tema de la confianza. Indica que la gente reevaluó sus posiciones financieras. Agrega que no se sabe qué va a pasar para delante, a pesar que se han tomado un conjunto de medidas para apuntalar, tales como la baja de tasa, los programas para apoyar el crédito, garantías, etc. Precisa que todo ello va en un sentido positivo, pero su impresión es que los bancos todavía siguen cautelosos y la gente está temerosa. Entonces, mientras ello permanezca apretado, es difícil que la gente aumente el consumo."
SEPARACION,2473,d4bfd592899ddf3deb76e4ff15723b2b216a212d352adfa7bd93091e31367af3,3451,José De Gregorio Rebeco,CONTEXTO_REVISADO,RPM-2009-04-09:T98,TEXTO_DANADO_POR_COTEJAR,Al Presidente señor José De Gregorio comenta que lo expresado por el Consejero señor Marshall es muy válido y que se trata de un tema que debe discutirse más.
SEPARACION,2778,eee788b3aac2d7f00fc7f4ef78ad8e4c2e0121fb9ecf0a3a02b54c6f0cc76516,4056,Manuel Marfán Lewis,SUJETO_ROL_NOMBRE,RPM-2009-11-12:T42,,"El Consejero señor Manuel Marfán señala tener la impresión que el escenario no es totalmente el del IPoM, porque en este existía la bipolaridad que llevó a ir casi por un camino intermedio entre la V y la W, y a decir que los riesgos estaban balanceados en crecimiento y en inflación. Hoy, manifiesta tener la impresión que los riesgos para el crecimiento no están balanceados, o sea, que el IPoM es el escenario optimista, y que el riesgo principal es que el crecimiento esté por debajo de lo que señala dicho Informe."
SEPARACION,2778,eee788b3aac2d7f00fc7f4ef78ad8e4c2e0121fb9ecf0a3a02b54c6f0cc76516,4057,Claudio Soto Gamboa,CONTEXTO_REVISADO,RPM-2009-11-12:T43,,"El señor Soto hace dos comentarios adicionales. El primero, que la proyección para el cierre de brechas implica que la velocidad del tercer trimestre se ha corregido bastante a la baja. Añade que, en algún momento, antes de conocer esta corrección, se llegó a tener una velocidad de casi el 9% con cifras preliminares del Imacec, y que la estimación actual es de un 4% para el tercer trimestre, lo que significa que en el tercer trimestre todavía habría una apertura de brechas marginal. En el cuarto trimestre, en tanto, habría un cierre de brechas de aproximadamente 2-3 puntos, pero ya hacia el primer trimestre del próximo año el crecimiento seria algo por sobre el potencial, pero no mucho mayor, es decir no habría un cierre de brechas muy significativo, tal como está planteado en este escenario."
SEPARACION,2778,eee788b3aac2d7f00fc7f4ef78ad8e4c2e0121fb9ecf0a3a02b54c6f0cc76516,4058,Claudio Soto Gamboa,SUJETO_NOMBRE,RPM-2009-11-12:T44,,"En cuanto a lo segundo, el señor Soto menciona que, efectivamente, se debería ver una desaceleración hacia fines de año, pero que a comienzos del próximo se podría ver nuevamente una normalización. En cuanto a la dinámica en adelante, y comparando la situación actual con lo que ocurrió en el año 1998, el señor Claudio Soto sostiene que quizás no es tan relevante la difusión hoy día, pero lo que se observa es que la trayectoria de la industria es bastante similar a la que se tenía en la Reunión pasada. Las cifras del sector construcción, en cambio, muestran una corrección a la baja en el tercer trimestre y llevan también a cambiar el perfil futuro. Respecto del comercio, el señor Soto menciona que se tiene una dinámica de cierre más rápido en los próximos trimestres y que de ahí en adelante se tendería a una desaceleración.. En todo caso, indica que el actual escenario sigue presuponiendo una salida de la crisis más rápida que en la del 1998. El señor Gerente de Análisis Macroeconómico, refiriéndose ahora al mercado laboral, señala que la tasa de desempleo experimentó una caída importante, ubicándose en un 10,2%, e indica que si se eliminan los efectos estacionales, estaría en 9,9% en el margen. Asimismo, si se retrocede a los meses previos, ello se explicaría por un fuerte crecimiento en el empleo asalariado, que compensa el retroceso que se observa en el empleo por cuenta propia Al respecto, hace presente que, probablemente, hay algo de recomposición o de formalización del empleo por cuenta propia, que está pasando a ser considerado empleo asalariado. Así, por ejemplo, menciona que en el caso de construcción cayó el empleo de cuenta propia y que el asalariado en construcción está un tanto más alto. Lo importante, destaca, es que el empleo aumentó respecto del trimestre anterior."
SEPARACION,2865,f81e8509254b070c8bfb22547be2b9f9dfd4e732076682eb0c87afb5bdda254e,4202,Rodrigo Vergara Montes,SUJETO_ROL_NOMBRE,RPM-2010-01-14:T30,,"El Consejero señor Rodrigo Vergara señala que en el tema de los automóviles, pareciera que, de acuerdo con lo informado, habría una desacumulación muy fuerte en sus inventarios."
SEPARACION,2865,f81e8509254b070c8bfb22547be2b9f9dfd4e732076682eb0c87afb5bdda254e,4203,Pablo García Silva,CONTEXTO_REVISADO,RPM-2010-01-14:T31,NOMBRE_EN_DISCURSO_POR_VERIFICAR,"Al respecto, el señor Rabio García explica que, aparentemente, el INE cambió la metodología y reflejó en agosto o septiembre del año pasado la entrada de nuevos modelos, ya que antes los consideraba en enero. Entonces, puede que ello también haya rezagado un poco el efecto cambiario sobre el precio de los vehículos medidos en el IPC."
SEPARACION,2909,cf247ccb606ae1f6d3a657706704c4b41e7601092f6055e1ac2eff2558dfaa98,4271,Claudio Soto Gamboa,SUJETO_NOMBRE,RPM-2010-02-11:T35,,"El señor Claudio Soto destaca, en primer término, que el dato de Imacec sorprendió levemente al alza, más al mercado que al Banco, precisando que la variación anual fue de 3,9% y de 0,6% la variación mes a mes. Menciona que esta última fue bastante elevada, más allá de la consideración de la baja base de comparación de la inflación, y que en el dato hubo bastante incidencia positiva de algunas ramas industriales, sobre todo de aquellas ligadas a la inversión y comercio, que serían los dos sectores en los se concentró la noticia de mayor dinamismo en la actividad. Agrega que en el rubro de construcción todavía no se observan claros signos de rebote, ya que algunos indicadores parciales se ven al alza, mientras que otros se encuentran todavía bastante rezagados. Respecto de la minería, en tanto, recuerda que en noviembre pasado se registró un fuerte crecimiento en la producción, incluso muy por sobre los planes de producción anunciados por las empresas mineras, que, luego, con el dato de diciembre, tendió sorpresivamente a revertirse. Por el lado de la inversión, el señor Soto indica que los antecedentes parciales disponibles refuerzan la idea de que se estaría dando un repunte bastante sostenido. Menciona que las importaciones de bienes de capital están creciendo de forma significativa en el margen si se las compara con los meses anteriores y que las expectativas de los empresarios también se han corregido al alza. Al respecto, subraya que hace un par de meses se había observado un cierto estancamiento en las perspectivas en los sectores industrial y de construcción, pero que el último dato da cuenta de un rebote al alza nuevamente y que no solo la situación esperada a futuro es positiva, sino que la percepción de la situación actual también es considerada en el mismo sentido."
SEPARACION,2909,cf247ccb606ae1f6d3a657706704c4b41e7601092f6055e1ac2eff2558dfaa98,4272,Manuel Marfán Lewis,SUJETO_ROL_NOMBRE,RPM-2010-02-11:T36,,"Respecto del crecimiento, el Vicepresidente, señor Manuel Marfán, recuerda que el año pasado hubo una sorpresa en la recaudación del IVA, que fue muy baja en relación con la esperada. Plantea que si ella se normaliza, lo que se debería observar, o lo que razonablemente se debería estimar, es que para entender el ciclo económico habría que desestacionalizar el Imacec a costo factor y buscar la tendencia, por estar más directamente vinculado a la actividad y a las brechas. En segundo término, menciona que la recaudación del IVA es considerada como un elemento que indica, de alguna manera, el estado de lo que ocurre en el comercio, por lo que una vez más se pueden tener percepciones de que lo que está sucediendo con el sector comercio puede estar ligado más bien a algún factor idiosincrásico del IVA y no necesariamente a otros factores productivos. Luego, advierte que la fuerte expansión del sector comercio reportada podría obedecer a un fenómeno tributario y no necesariamente a uno productivo, lo que llevaría a tener una percepción algo sesgada del tema. De hecho, indica que el crecimiento del Imacec a costo-factores fue el más bajo de todos en la última observación, o que el grado de sorpresa es menor en ese que en los otros."
SEPARACION,2909,cf247ccb606ae1f6d3a657706704c4b41e7601092f6055e1ac2eff2558dfaa98,4273,Claudio Soto Gamboa,CONTEXTO_REVISADO,RPM-2010-02-11:T37,,"Al respecto, el señor Claudio Soto hace dos comentarios. En primer término, que el sector comercio se había mostrado más bien estancado y que, en realidad, el dato de diciembre sorprendió al alza, por lo que no se puede hablar de un incremento tan sistemático. En segundo lugar, indica que más que el tema tributario, lo que podría estar ocurriendo es que se han observado rebajas y liquidaciones de precios muy significativas en el sector comercio, que habrían estimulado las ventas y generado un fenómeno transitorio. Aclara que ello se ha incorporado, de alguna manera, en las proyecciones del sector."
SEPARACION,2909,cf247ccb606ae1f6d3a657706704c4b41e7601092f6055e1ac2eff2558dfaa98,4274,Claudio Soto Gamboa,SUJETO_ROL_SESION,RPM-2010-02-11:T38,,"En cuanto a la evidencia de la acumulación y desacumulación de inventarios, el Gerente de Análisis Macroeconómico señala que los últimos datos estarían indicando de que ya no habría una desacumulación adicional de existencias. De hecho, hace presente que si se considera lo informado por el INE, se podría estar observando una acumulación fuerte de existencias, bastante influida por las ventas industriales reportadas por ese Instituto, cuyo comportamiento aún no se logra comprender cabalmente. Respecto de los indicadores de consumo, en general, el señor Claudio Soto manifiesta que los indicadores parciales muestran que el consumo presenta un dinamismo muy elevado, no solamente el de bienes durables, que se sabía que tenía que recuperarse después de haberse ajustado muy fuerte a la baja, sino que también el consumo de bienes habituales y las importaciones de bienes de consumo, que en estos momentos están en niveles casi récord, es decir, se encuentran en los niveles comparables con los registrados previo a la crisis, que ya eran históricamente muy elevados. Por el lado de las exportaciones, el señor Soto manifiesta que se ha observado un cierto repunte en las exportaciones mineras, que podría corresponder al efecto algo rezagado de la mayor producción que hubo a fines del año pasado. Añade que aún no advierte un repunte claro en las exportaciones industriales, vinculado, en parte, a la debilidad en el ciclo a nivel mundial y, además, a la existencia de sectores de oferta que inciden en las exportaciones industriales, como es el caso del sector pesquero. En relación con el cierre fiscal, el Gerente de Análisis Macroeconómico señala que el déficit público efectivo resultó aproximadamente un punto mayor que el proyectado en octubre, debido a una menor recaudación tributaria. Aclara que, fundamentalmente, no es un cambio en la proyección respecto de la recaudación por la demanda o por la actividad, porque en el mes de octubre pasado se tenía una proyección de PIB más o menos similar al efectivo, sino que principalmente por menores ingresos por concepto del cobre, molibdeno, como también por el efecto tipo de cambio y precios. Agrega que ello se ve reforzado, además, por un mayor gasto efectivo, que en vez de ser de 16,2%, que era el que se había estimado en octubre, resultó ser de 17,8%; es decir, hubo un mayor gasto público, que llevó a un déficit para el año 2009 de -4,5%, con un déficit estructural cercano a un punto ese mes."
SEPARACION,2957,c6417350f1954be7272763cbdd19e4d21ecd20f095dee2ddeec2ddbc19dfa048,4339,Kevin Cowan Logan,SUJETO_NOMBRE,RPM-2010-02-11:T102,,"el señor Kevin Cowan señala que, respecto de la discusión previa, desea complementar que es necesario evaluar o reevaluar el comportamiento de las AFP. Menciona que, tal como lo ha dicho el señor Presidente, uno de los temas centrales de la discusión es en qué medida las AFP están en equilibrio y qué las hizo tomar como señal o como elemento coordinador el cambio regulatorio. Indica que ese tipo de equilibrios resulta complejo en términos de precios de activos y, en ese sentido, no se han producido, en este caso, efectos financieros. Al respecto, menciona que si bien los bancos se encuentran calzados en plazos en las posiciones de forward, son los precios de activos los que corresponde monitorear, porque en lo futuro podrían generarse efectos financieros graves."
SEPARACION,2957,c6417350f1954be7272763cbdd19e4d21ecd20f095dee2ddeec2ddbc19dfa048,4340,Pablo García Silva,CONTEXTO_REVISADO,RPM-2010-02-11:T103,FINAL_SIN_PUNTUACION;NOMBRE_EN_DISCURSO_POR_VERIFICAR,"El señor Rabio García consulta si este análisis se incluirá en la Minuta,"
SEPARACION,2957,c6417350f1954be7272763cbdd19e4d21ecd20f095dee2ddeec2ddbc19dfa048,4341,José De Gregorio Rebeco,CONTEXTO_REVISADO,RPM-2010-02-11:T104,,"señalando el señor Presidente que no correspondería hacerlo, pero sí que quede incorporado en el Acta de esta Sesión."
SEPARACION,2957,c6417350f1954be7272763cbdd19e4d21ecd20f095dee2ddeec2ddbc19dfa048,4342,Manuel Marfán Lewis,SUJETO_ROL_NOMBRE,RPM-2010-02-11:T105,,"Al respecto, el Vicepresidente señor Manuel Marfán señala que, en su opinión, se debería incluir en parte en la Minuta, por resultar evidente que lo que ha estado ocurriendo con el tipo de cambio afecta en forma importante. En segundo lugar, indica que, de acuerdo con las cifras expuestas, la mitad de lo que ha sucedido con el tipo de cambio se debe a la modificación en la normativa dictada por la Superintendencia de Fondos de Pensiones o, más bien, por el comportamiento posterior que generó esa norma. Como tercer punto, estima que estos efectos son transitorios, agregando que, en su opinión, constituyen elementos que están directamente vinculados con los temas relativos a la inflación y la respuesta de política monetaria al respecto. En todo caso, precisó que correspondería excluir de la Minuta el análisis efectuado respecto del rol del Banco y su relación con la Superintendencia de Pensiones."
