Tipo_Cambio,ID_Padre,SHA256_Texto_Padre,ID_Actual,Actor_Actual,Fuente_Actor,ID_Turno,Alertas_Actuales,Texto_Actual
METADATOS_ATRIBUCION,644,4d0ec7f0ca45ca994334bb8094622dd350fe8225fe1958d6d7d6120f2f008c73,860,Manuel Marfán Lewis,SUJETO_NOMBRE,RPM-2006-04-13:T60,,Agrega el señor Marfán que ello se refiere a empresas extranjeras.
METADATOS_ATRIBUCION,644,4d0ec7f0ca45ca994334bb8094622dd350fe8225fe1958d6d7d6120f2f008c73,861,Klaus Schmidt-Hebbel Dunker,SUJETO_NOMBRE,RPM-2006-04-13:T61,,"El señor Schmidt-Hebbel, indica que existen dueños chilenos de una empresa privada grande de cobre y, además, los productores privados pequeños y medianos de cobre. El cálculo presentado para el ingreso privado disponible, precisamente, refleja las ganancias en ingreso de los privados nacionales, una vez que se descuenta de los mayores ingresos domésticos o geográficos, lo correspondiente a los mayores ingresos del Estado y de aquéllos repatriados como dividendos al exterior de los dueños extranjeros de la gran minería del cobre."
METADATOS_ATRIBUCION,664,5f08e3e94c1cf7b833c59ccac25bcd8879a94e3fecdfbd7140aedb258ced277d,899,Vittorio Corbo Lioi,SUJETO_ROL_NOMBRE,RPM-2006-05-11:T23,,"El Presidente señor Vittorio Corbo señala, sobre el mismo tema, que si se observa desde el año 1992 al 2002, nunca hubo un tipo de cambio de 620 - 640, con las paridades de hoy."
METADATOS_ATRIBUCION,664,5f08e3e94c1cf7b833c59ccac25bcd8879a94e3fecdfbd7140aedb258ced277d,900,Andrés Velasco Brañes,SUJETO_ROL_NOMBRE,RPM-2006-05-11:T24,FINAL_SIN_PUNTUACION,"Finalmente, el señor Ministro de Hacienda, señor Andrés Velasco, en relación a lo informado por el señor Gerente de Análisis Macroeconómico en cuanto a la baja de trayectoria de crecimiento, contenido en el resumen del iPoM, le parece que no solamente la"
METADATOS_ATRIBUCION,664,5f08e3e94c1cf7b833c59ccac25bcd8879a94e3fecdfbd7140aedb258ced277d,901,Vittorio Corbo Lioi,CONTEXTO_REVISADO,RPM-2006-05-11:T25,,"El Presidente, señor Vittorio Corbo, suspende la Sesión a las 13:20 horas e informa que la misma se reanudará a las 16:00 horas."
METADATOS_ATRIBUCION,664,5f08e3e94c1cf7b833c59ccac25bcd8879a94e3fecdfbd7140aedb258ced277d,902,Consejo del Banco Central de Chile,ACTA/META,RPM-2006-05-11:T26,,"Siendo las 16:00 horas, se reanuda la Sesión de Política Monetaria N° 92."
METADATOS_ATRIBUCION,664,5f08e3e94c1cf7b833c59ccac25bcd8879a94e3fecdfbd7140aedb258ced277d,903,Vittorio Corbo Lioi,SUJETO_ROL_NOMBRE,RPM-2006-05-11:T27,,"A continuación, el Presidente, don Vittorio Corbo, solicita al Gerente de División Estudios, don Rodrigo Valdés, que presente las Opciones de Política Monetaria."
METADATOS_ATRIBUCION,664,5f08e3e94c1cf7b833c59ccac25bcd8879a94e3fecdfbd7140aedb258ced277d,904,Rodrigo Valdés Pulido,CONTEXTO_REVISADO,RPM-2006-05-11:T28,TEXTO_DANADO_POR_COTEJAR,"El señor Gerente de División mencionado informó lo siguiente: En la reunión de política monetaria de abril, el Consejo decidió aumentar la tasa de interés de política monetaria hasta 5% anual, luego de haberla aumentado en febrero y mantenido en marzo. En la decisión se consideró que la inflación continuaba con una trayectoria similar a la esperada en el último Informe de Política Monetaria, el entorno externo relevante para la economía chilena era muy favorable, el empleo crecía a tasas elevadas y las condiciones financieras continuaban expansivas. Se consignó que la actividad habría crecido algo menos que lo esperado en el primer trimestre, influida por el bajo desempeño circunstancial de algunos sectores. Con la excepción del sorprendente aumento del precio del cobre, el desempeño macroeconómico se mantiene en línea con lo analizado en la última reunión. Las novedades más importantes son las siguientes: • El precio del cobre ha seguido aumentando muy por encima de lo proyectado, ubicándose sobre US$ 3,5 por libra en lo más reciente. Se prevé que los términos de intercambio, en vez de disminuir 4,4% durante este año (escenario IPoM anterior), aumentarán casi 13%. El panorama de crecimiento mundial se mantiene muy favorable. • En el país, la información disponible continúa validando que el crecimiento del PIB en 2006, será más débil que en trimestres anteriores, en torno a su tendencia y con una disminución de su velocidad de expansión. Se espera que esta desaceleración se revierta en 2006, aunque el crecimiento anual continuaría moderado durante este trimestre. Las últimas cifras muestran que la demanda interna continúa en un proceso de desaceleración, desde los elevados niveles alcanzados a fines del año pasado. • En el mercado laboral, ha seguido el dinamismo del empleo identificado en los últimos meses y que se corrobora en distintas fuentes. La mayor participación laboral, sin embargo, mantiene un leve aumento en el desempleo desestacionalizado, fenómeno que puede estar influido por el cambio de muestras de la encuesta de empleo. La tasa de crecimiento anual de los costos laborales unitarios continúa incrementándose, pero con una velocidad decreciente y bastante volátil y salarios cuyo crecimiento anual sigue disminuyendo. En lo fundamental, son las caídas de las medidas de productividad las que explican el aumento de los CLU. n - 1-1 • La expansividad de las condiciones financieras se ha atenuado en el margen por el aumento de las tasas de interés de mediano y largo plazo, que ha sido más marcado para los instrumentos reajustables. La tasa de crecimiento anual del crédito y de los agregados monetarios se mantiene elevada, la velocidad de expansión del dinero sigue baja y la del crédito no muestra una aceleración adicional. • La paridad peso/dólar está en niveles similares a los de la última reunión, pero en términos multilaterales el peso ha tenido una depreciación cercana a 2%. En términos reales se ubica levemente por debajo de las distintas estimaciones de TCR de largo plazo. • La inflación del IPC se ubicó en marzo algo por encima de lo esperado el mes anterior, fundamentalmente por la incidencia de ítems específicos como las contribuciones de bienes raíces. El IPCX1, en cambio, se ha mantenido en línea con las estimaciones. 3. Las proyecciones preparadas para el Informe de Política Monetaria de mayo consideran que, en el escenario más probable, la actividad crecerá este año y el próximo algo más que el PIB de tendencia. Las holguras de capacidad se coparían este año, mientras el próximo registraría una pequeña brecha positiva. A su vez, la inflación subyacente IPCX1 mostrará un leve aumento durante los próximos dos años, mientras la inflación del IPC disminuirá hacia el centro del rango meta, ayudada por la baja esperada del precio de los combustibles, con algunos vaivenes que reflejarían el efecto de bases de comparación. Todo esto ocurriría bajo el supuesto de normalización gradual de la política monetaria y de las condiciones externas, así como de una depreciación moderada del peso en términos reales. En concreto, se proyecta un crecimiento del PIB de 5,5% para el 2006 y de 6,2% el 2007, y una inflación promedio de 3,5% el 2006 y de 3,1% el 2007. A 12 y 24 meses la inflación se proyecta en 3%. Coherente con este escenario está el supuesto de que la tasa de interés de política monetaria aumentaría en los próximos trimestres a un ritmo similar al implícito durante las últimas dos semanas en los instrumentos financieros, eso es, en alrededor de 75 puntos base de aquí a fin de año. 4. Con los antecedentes disponibles, las opciones que parecen plausibles para esta reunión son mantener la TPM o aumentarla en 25 puntos base. 5. De acuerdo con el escenario central delineado, para mantener la inflación en torno a 3% es necesario continuar aumentando pausadamente la tasa de interés, y así reducir el sesgo expansivo que aún mantiene la política monetaria. Esto puede implementarse aumentando la TPM tanto en esta reunión como en las siguientes. 6. Se puede justificar la mantención en esta oportunidad considerando, primero, que el escenario central permite varias pausas durante este año, sin comprometer la alineación de la inflación proyectada con el centro del rango meta. Aunque, como se analiza luego, la evaluación de algunos riesgos podría respaldar la idea de adelantar ajustes, el escenario central no requiere de una gran velocidad de ajustes. Este escenario refleja que las alzas de la TPM de los últimos trimestres han atenuado la expansividad de la política monetaria, y que la demanda interna se está desacelerando de manera relativamente ordenada. 7. Existen otras razones para justificar la mantención de la TPM a partir de la información acumulada desde la última RPM. En efecto, se ha reafirmado el escenario de crecimiento moderado para la primera mitad de este año y la tendencia inflacionaria, medida por el IPCX1 y otros indicadores, así como por las expectativas de inflación, que se comportan de manera apropiada. Además, desde el punto de vista de los costos, la persistencia que 8. La opción de aumentar la TPM en esta oportunidad se podría justificar si se evalúa que la combinación de escenarios alternativos que se enfrentan, junto al sesgo expansivo que mantiene la política monetaria, implique que adelantar la decisión reduce los riesgos de tener que realizar ajustes abruptos a futuro, es decir, sea un seguro. Entre otros factores, apoyan esta evaluación los riesgos de que el mayor precio del cobre genere un crecimiento excesivo de la demanda interna (v.gr., a través de la política fiscal), de que las condiciones crediticias empujen el gasto más allá de lo contemplado en las proyecciones, y de que el mayor precio del petróleo, o las posibilidades de que no disminuya como se presupuesta, impulsen una mayor inflación o un comportamiento menos benigno de las expectativas. Sin embargo, también hay riesgos en el sentido contrario. Por ejemplo, una caída sustancial del precio del cobre luego de las alzas recientes, las que han ocurrido sin una contrapartida evidente en los fundamentos, o que la apreciación del peso sea más persistente que lo que supone el escenario base. Adicionalmente, se estima que ninguno de estos riesgos parece apremiante, en el sentido de que hay tiempo para verificar cómo se desenvuelven para evaluar acciones de política. 9. Finalmente, desde el punto de vista táctico, a favor de la opción de mantener está el hecho de que en la decisión de la reunión anterior se comunicó que se continuaba con una trayectoria de ajustes graduales de la TPM, en particular que ajustes pausados de la tasa de interés siguen siendo necesarios, pero su oportunidad dependerá de las implicancias de las noticias que ante un cuadro en que, aparte del precio del cobre, no hay grandes novedades, un alza podría dar cuenta de que el Consejo está cambiando su evaluación respecto de la marcha de la economía. Más aún, para los analistas y el mercado, una de las grandes novedades del mes fueron las cifras más reducidas del primer trimestre, que están recién procesando e internalizando y que, si algo, apuntarían hacia una trayectoria más pausada. De hecho, la expectativa mayoritaria para esta reunión es de mantención. Un alza, por lo tanto, sería una sorpresa difícil de explicar y cuyos efectos podrían ser significativos en los precios financieros."
METADATOS_ATRIBUCION,664,5f08e3e94c1cf7b833c59ccac25bcd8879a94e3fecdfbd7140aedb258ced277d,905,Vittorio Corbo Lioi,SUJETO_ROL_NOMBRE,RPM-2006-05-11:T29,,"El Presidente señor Vittorio Corbo, ofrece la palabra a los asistentes para comentarios."
METADATOS_ATRIBUCION,770,2f9a853d5b516583af1afa0664630b0a3410c6d0e0c0753ba120c2385d233e73,1041,Vittorio Corbo Lioi,SUJETO_ROL_NOMBRE,RPM-2006-07-13:T53,,"El Presidente, señor Vittorio Corbo, suspende la Sesión a las 13:15 horas e informa que la misma se reanudará a las 16:00 horas."
METADATOS_ATRIBUCION,770,2f9a853d5b516583af1afa0664630b0a3410c6d0e0c0753ba120c2385d233e73,1042,Consejo del Banco Central de Chile,ACTA/META,RPM-2006-07-13:T54,,"Siendo las 16:00 horas, se reanuda la Sesión de Política Monetaria N° 95."
METADATOS_ATRIBUCION,770,2f9a853d5b516583af1afa0664630b0a3410c6d0e0c0753ba120c2385d233e73,1043,Vittorio Corbo Lioi,SUJETO_ROL_NOMBRE,RPM-2006-07-13:T55,,"A continuación, el Presidente, don Vittorio Corbo, solicita al Gerente de División Estudios, don Rodrigo Valdés, que presente las Opciones de Política Monetaria."
METADATOS_ATRIBUCION,770,2f9a853d5b516583af1afa0664630b0a3410c6d0e0c0753ba120c2385d233e73,1044,Rodrigo Valdés Pulido,CONTEXTO_REVISADO,RPM-2006-07-13:T56,TEXTO_DANADO_POR_COTEJAR,"El señor Gerente de División mencionado informó lo siguiente: En la reunión de política monetaria de junio, el Consejo decidió mantener la tasa de interés de política monetaria en 5% anual por segundo mes consecutivo. En la decisión se consideró que la inflación y la demanda interna seguían con una trayectoria dentro de lo previsto en el último IPoM, pero el crecimiento de la actividad era menor de lo esperado, probablemente por factores no persistentes. Además, las condiciones financieras internas eran algo menos expansivas que en meses anteriores, y las condiciones financieras que enfrentaban las economías emergentes se habían tornado menos ventajosas. Señala el señor Gerente de División Estudios que, desde la última reunión, las principales novedades son las siguientes: • La volatilidad en los mercados financieros internacionales se redujo significativamente y las condiciones financieras que enfrentan las economías emergentes no continuaron deteriorándose, y se mantienen ventajosas. • A pesar del menor crecimiento que muestra Estados Unidos de América en línea con lo esperado, el escenario de crecimiento mundial se mantiene robusto. En tanto, los precios del cobre y del petróleo han vuelto a aumentar, lo que lleva a modificar al alza sus proyecciones para los próximos meses. • En el último mes no continuó la reducción en el grado de expansividad de las condiciones financieras observado en los meses previos. Ello se advierte en las tasas de interés reajustables de documentos del Banco Central de Chile y en la evolución de los agregados monetarios y del crédito. • El peso mostró una leve apreciación respecto del dólar y se mantuvo prácticamente estable en términos multilaterales. Con ello, el TCR se ubica en torno a 93,5%. • El crecimiento de la actividad de mayo mostró una importante recuperación, confirmando la evaluación de que la debilidad de abril fue mayormente transitoria. Sin embargo, las proyecciones sectoriales para el tercer trimestre apuntan a que el empuje de la actividad sería algo menor a lo proyectado en el IPoM. La demanda interna se estaría desacelerando dentro de lo previsto en el segundo trimestre, pero la inversión nuevamente se ve más débil que lo anticipado. • El crecimiento anua! de los salarios no ha mostrado cambios mayores, manteniendo un comportamiento favorable para la estabilidad de precios. Los cambios metodológicos siguen dificultando la evaluación del mercado laboral, pero un primer empalme muestra cierta disminución en la tasa de crecimiento del empleo desde fines del • La inflación del IPC de junio se ubicó dentro de lo esperado (3,9%), mientras el IPCX1 volvió a estar marginalmente por debajo. El panorama de corto plazo para la inflación subyacente IPCX1 se mantiene como en el IPoM de mayo, pero el aumento del precio del petróleo lleva a una proyección de inflación de más de medio punto por encima en el plazo de 6 meses. Otras medidas de tendencia inflacionaria no muestran un sesgo particular y las expectativas se mantienen bien ancladas. Agrega el señor Valdés que, con los antecedentes disponibles, las opciones que parecen más plausibles para esta reunión son mantener la tasa de política monetaria o aumentarla en 25 puntos base. Asimismo, indica que respecto de lo que se veía en la reunión anterior, los antecedentes disponibles dan cuenta de un escenario macroeconómico para el segundo trimestre más acorde con el delineado en el último IPoM. En particular, los mejores indicadores de actividad de mayo, que apuntan a que el bajón que mostró la actividad en abril habría sido transitorio en su mayor parte, el buen crecimiento que muestra el componente resto de la demanda interna y la disminución de la volatilidad financiera externa, dan cuenta de un panorama coherente con continuar la estrategia de normalización gradual de la política monetaria. Considerando que las holguras disponibles serían escasas, que se espera un mayor impulso fiscal el próximo año, que distintas medidas de la tendencia inflacionaria ya se ubican en torno a 3% y que las condiciones financieras son aún expansivas, con una tasa de política monetaria por debajo de distintas estimaciones de neutralidad, sigue siendo necesario normalizar la política monetaria para que la inflación efectivamente se ubique en torno a 3% de manera sostenible. Además de validar la estrategia de normalización pausada, se podría justificar la oportunidad de un alza en esta reunión por algunas de las novedades del mes. En opinión del señor Valdés, en primer lugar, el mayor precio del petróleo lleva a proyectar un escenario de inflación IPC para los próximos meses bastante más alto que el contemplado en el escenario base del IPoM y de las expectativas que hoy maneja el mercado, y que incluso supera el 4% a fin de año. Si bien este es un shock de precios de efecto contractivo, y por una sola vez, es necesario cautelar sus posibles efectos de segunda vuelta, con el riesgo de que éstos sean más significativos dado que las holguras no son amplias. Si se juzga necesaria una reacción de política por este concepto, una interrogante táctica no resuelta es si debería ajustarse la tasa de política monetaria antes o después de que el mercado/analistas/público internalice este shock. A este shock de precios se suman los efectos de la depreciación del peso. El TCR (spot) se ubica en niveles comparables a los observados en la reunión anterior y por encima del escenario base del IPoM. Su efecto directo en inflación sería de cerca de un cuarto de punto de inflación adicional en el horizonte de dos años. En segundo lugar, la expansividad de las condiciones financieras internas no ha continuado disminuyendo. Incluso, dependiendo de cómo se ponderen distintos factores, se podría argumentar que ha aumentado. Ello es especialmente notorio en las tasas de interés reajustables de largo plazo, en el MI y en algunos componentes del crédito. Señala el señor Valdés que, por otro lado, también hay novedades que podrían justificar mantener la tasa de política monetaria en esta oportunidad. Cada una tomada por separado, no es especialmente informativa, pero en conjunto podrían validar la hipótesis de que las holguras son en la actualidad algo mayores y/o su copamiento podría progresar algo Además, hace presente el señor Gerente de División Estudios, que una consideración adicional que eventualmente podría apoyar la opción de otra pausa es la incertidumbre que se enfrenta respecto de cuán expansiva es en realidad la política monetaria y cómo se absorben en la economía las alzas de los últimos trimestres. Como se sabe, este tipo de interrogante es más difícil en la medida en que el estímulo de la política monetaria es menor. Considerando el adecuado comportamiento de las expectativas de inflación y de los salarios, existiría algún espacio para esperar que se acumule más información que permita continuar precisando este diagnóstico. Por último, señala el señor Valdés, la expectativa mayoritaria para esta reunión es de un aumento de la tasa de política monetaria, por lo que un alza debería ser absorbida sin mayores sobresaltos. Una mantención, en cambio, dado que la inflación reciente ha sido leída por los mercados como sorpresivamente alta, sería más difícil de explicar y tendría mayores efectos en los precios financieros. Adicionalmente, cabe analizar si conviene o no cambiar el sesgo implícito que contiene el comunicado. En la medida en que se estime que los antecedentes de una eventual debilidad cíclica o mayores holguras tienen peso, podría convenir suavizar algo ese sesgo, especialmente si se opta por un alza en la tasa de política monetaria. comentarios."
